traffic_density,wind_speed,factory_emissions,temperature,aqi
48.243561663863076,25.431975269701557,65.28643017473749,20.63726539330379,131.1047846696295
57.62252067043046,26.83083533561331,65.39471321504436,18.36700493390809,148.12766239091786
55.87110950824848,26.553931636557575,52.09612004222808,19.054216813107075,132.36486604548062
55.311396764403895,22.90757537764395,72.83421296200719,21.228772740234344,154.0115802051222
50.41589368565179,22.86737094498385,65.22480999739639,20.309022276028916,141.16368869292103
51.709650937562145,23.565111122343232,61.192636660427844,21.97735961369594,134.23146909538647
51.62381283840479,24.103202236086418,71.49285614156808,20.06257433371052,145.6271445128106
64.21103500286807,24.364681293718647,60.374598285733136,21.919668849262948,155.23099400391533
61.761325753824934,25.96583802009173,71.69140576160423,20.339726552176245,157.37474613264337
64.50532407290534,22.197966460522505,56.835305796499284,22.57487248183421,152.8609302850526
56.110775373416686,22.032681947174854,76.84713004237344,22.621520267791897,157.29756012616411
70.61357617826664,24.13941535041575,68.25891174831571,20.23318688144715,177.0554819005202
69.88153696577,25.930797679377243,73.56566607643549,22.60475684677398,176.59886816904097
62.37116764479964,22.864862558061986,64.35613442144255,22.60569138536225,162.2738367482018
63.09198062917303,25.50629910465218,76.03521003955176,20.221695914832534,173.67606075443973
64.23742110283163,23.16586602814522,79.03434832278813,22.049178748035786,172.293476300681
67.02621184330648,26.869659821676198,72.54751688831217,20.024860174362825,164.86299508025925
71.1826652272862,26.870168694389456,76.6789458728129,23.27190231361699,168.51770072344576
70.92324823835122,23.21929809481972,73.44035852891494,20.822717640722274,194.87499480651448
69.96239380392986,22.751764477023485,84.55241687556787,20.61553312515526,189.9889200863486
75.4280996162537,23.77255654424652,75.6181960724554,22.148864205620782,192.58156343292254
69.75847737876998,22.677580246160577,84.4161155670097,23.07905970940401,184.96837925127562
72.80409646897809,25.19510382393134,83.95568515207769,24.421777895383233,196.27329810239468
74.71547099714975,26.04037679009918,75.05200489817213,25.136850043143564,192.32327131603168
76.80631732423407,25.042534293394663,71.16372910859751,23.242316353104655,182.41218256474497
82.21015733827848,25.86691006379748,75.79374832372025,21.976952925940086,188.61896572244018
74.76978683711572,23.216448527849046,86.24651114323444,24.988446201509433,199.2050980406866
79.88953524680339,21.682978213378036,72.21268459093693,24.515133992432673,182.80726982709416
81.65818839043982,25.080287019476515,79.6302053154851,24.313732638181502,198.8909166488322
74.6461052569118,22.719889956455614,86.64570791488916,24.03186164012414,204.77739632432784
83.0892379256202,24.48611971558291,75.99940411242449,25.081508160297748,198.0921503008243
77.51432679345531,21.98083516493842,83.10600186276397,24.70787958817752,200.75898939898474
76.53589454974288,20.739886689539333,73.72526274093656,26.666179305023924,195.70191705347463
89.3618562405484,26.100634382525755,70.54977677624312,26.101999932514968,201.80106239309623
90.00206066665783,20.972122510707134,87.04889092843098,27.7250266367972,218.21924911597682
88.15942476610587,25.852383176086356,70.37503559012647,26.68552900212688,197.92169425198117
81.4174960097781,25.669694217596852,74.48854822366746,25.760215011139813,204.75837683605675
78.78330827695694,24.45033506133673,88.43316340844548,28.509022966941195,200.33020090073322
87.20974060325237,23.522672142657747,76.12061051432214,27.63228125834196,206.05262319539253
83.95847493931774,22.90902338235741,91.0131272414981,26.53035815464197,228.669705525572
79.62178602088277,24.512219440058082,90.988529348993,28.49703198994207,216.40831698873623
84.91352262328816,20.923103279242046,73.68894651871723,27.733870336515782,202.21298529347953
78.4810693951687,21.86088172453437,67.9702212592054,29.980201991037227,189.68806727453133
90.69946287157187,22.636981196918626,83.60622374995506,28.71450705964634,221.33071794805113
81.51205017495532,21.251196983421224,77.16849293443374,30.104534150860967,200.2912985229906
87.0355139783388,21.209999458186942,68.38583650710945,27.87668774837604,201.129886381443
81.94632837723634,20.485478082894616,82.53487050451054,29.372311996745346,210.14831528545204
84.63684684018733,21.745562763941408,65.85351598473112,32.012336411492626,196.30499835099175
84.73502821104158,23.317783767110267,85.50638431061026,31.601442642970753,211.1161250991891
79.34629155882774,19.2754858458276,67.43199999068212,29.292264799597163,186.82381925744085
89.9622680242749,23.522759095808567,66.60987784451349,30.044726384540503,200.38864035805625
86.82272684730883,21.898451191626574,67.18907328859578,30.52997496526338,208.15685987755813
88.66025355194068,22.54930161694446,85.40754587970963,32.08469872289114,222.0301971014677
87.52552147656705,20.790570492846246,78.35634209109082,32.77884009313584,213.6384767121228
82.81419414449451,21.97237241887024,80.28452569925663,33.011315396716725,212.77087784548974
86.75125511695498,17.232457971920716,69.89974164535838,32.30940735705758,209.67076436269838
74.44193982925624,21.883715300750104,67.7078703817456,33.763888591925564,193.15275990205194
75.26234455411763,17.050693775033437,64.52027257314579,32.513254543476485,188.79288598273908
72.4257798014035,21.984076984310907,69.66243564208568,31.498096979896555,185.80216216312147
75.5807305701621,22.42947568028745,70.58448538810606,33.490937027329394,183.84305483291615
75.66166937618888,18.073631508287882,71.69798387912303,35.26560817855254,198.97143770068823
73.17486210166372,17.40114993545165,61.88373368974427,34.84393422101212,184.50372175534767
80.09698370368915,20.559974757126813,77.6424657222066,34.194339934304715,204.62230122518451
72.57202247712424,17.31311301114377,58.0969239076252,34.66606644787791,175.69749807704636
70.55880105798558,20.814154864237363,76.33414826697194,35.991846730394265,187.05463998292558
73.23846871874461,16.062388187689123,52.64032176821439,34.164904616917894,176.3996237559493
66.59681762824822,16.024404062474996,62.947416669331005,33.9499688692336,180.16834272510405
74.80737091103069,20.96577278035891,58.51096532695154,36.696898329243275,175.92040020381774
63.5441099523753,18.95500026159681,60.39375158114673,36.39569517471728,167.42192845205108
75.21317287509598,19.81336942037943,62.41212094472244,34.378321734085624,182.37430712128383
71.07865701139285,16.497140602540345,58.27024151703891,35.07552582977344,178.22724839408718
61.89543292143217,18.428287784154737,56.87272932489671,35.004814421011496,159.22756730566115
58.01423799478002,17.752223820245906,63.60426508746542,34.05465092396351,163.08732485054114
68.15589023042372,17.622291997170365,61.58644496969926,37.39281960335384,189.67571675888308
65.41860645135218,17.914499804815726,64.2362593508615,35.2714286415204,175.72233471662875
64.49426074149457,17.086733956927027,49.35671942912468,37.23736404534137,161.64327608480394
63.83562194045271,16.023652077296738,57.1157471747425,34.56445844119004,169.11880484417324
52.81001779591244,14.919003219434572,55.672264247197845,36.058519744198485,150.80658224187397
55.515126148679826,17.68869983351423,49.65473172218992,34.011817757347494,150.71295316260048
50.8314399212732,14.248212337328773,51.61446339905055,37.01065376924073,144.79016316765257
59.996653055460825,16.857756262344118,46.664220473913446,36.30403776963385,154.52003085480231
55.336399033957306,13.916432542873036,41.74004193233515,36.49812414393862,140.3971149573614
49.93473894833029,16.081040163380795,42.68890933636519,34.20678462280514,126.5989433273762
44.88068618506652,16.624036543778487,39.33306438760167,34.836935527596296,121.77893471486924
47.03193052230358,13.266308278731476,52.4601492928179,34.271742656766115,137.08295472387368
45.91850599932344,12.126158925463775,51.21385292170248,35.10049507048316,144.4276419784115
50.270486237775515,12.36489788207079,57.48647618483023,36.41383577195412,148.7833253760154
47.6760061756311,15.027741589551217,51.526731270698754,36.116946244470086,138.62147022134695
49.87136037562235,16.30135652023551,34.63440567174189,36.23787777222101,115.54829518145316
42.769378473175884,11.28785704426663,54.00765047475193,35.912401882942056,156.119529725743
36.5503012320456,15.23632714558277,52.92124999960879,34.72277636079796,117.15270840165888
43.59044985291081,12.693285964005607,42.319984645452465,34.51322082222672,127.6723903103139
42.99827130054804,13.330975264708059,45.23731936420267,33.977358802418046,134.53879971023278
38.96240529645006,15.847935030898496,54.132873993884076,36.70888160310167,134.9314267827306
40.67204337774589,12.08218625591668,43.04771654790994,35.651706294414616,129.91407342126857
35.58407870583916,12.698630001719389,51.60146375607877,33.794914782350816,124.81384481070832
34.80179542185582,9.805690361746912,31.504715958609562,33.61087385386659,114.5273034541186
32.3035339036977,10.030976343467884,33.77252755277423,36.23763463802825,111.7634114690992
25.531719358734662,10.911586484675556,39.479006651848344,35.550382103847475,103.43938876323745
25.56929830574768,9.346731846247739,42.68734522911507,35.041765478939475,109.51375985839174
23.40843990633317,12.788443828349443,48.034134378948906,33.847326788879116,103.782438358938
